Core,CoringDevice,Latitude,Longitude,WaterDepth_m,Ocean,SampleLabel,SampleDepthTop_m,SampleDepthBottom_m,SampleDepthMid_m,CalendarAge_cal_ky_BP,ChronozoneLevel,SedimentationRate_cm_ky,Laboratory,Publication,ChronologySource,AddedBy,DateOfAddition,Source,TaxonomicNotes,Count,QCNote,Dentigloborotalia_anfracta,Globorotalia_cavernula,Globorotalia_crassaformis,Globorotalia_hirsuta,Globorotalia_menardii,Globorotalia_scitula,Globorotalia_truncatulinoides,Globorotalia_tumida,Globorotalia_ungulata,Globorotalia_theyeri,Globoconella_inflata,Neogloboquadrina_dutertrei,Neogloboquadrina_incompta,Neogloboquadrina_pachyderma,Pulleniatina_obliquiloculata,Globoquadrina_conglomerata,Globorotaloides_hexagonus,Berggrenia_pumilio,Globigerina_bulloides,Globigerina_falconensis,Globigerinoides_conglobatus,Globigerinoides_ruber,Globigerinoides_white,Trilobatus_sacculifer,Globigerinoides_tenellus,Orbulina_universa,Beella_digitata,Globigerinella_siphonifera,Globigerinella_calida,Globigerinella_adamsi,Turborotalita_quinqueloba,Turborotalita_humilis,Globoturborotalita_rubescens,Sphaeroidinella_dehiscens,Candeina_nitida,Globigerinita_glutinata,Globigerinita_uvula,Globigerinita_minuta,Tenuitella_iota,Hastigerina_pelagica,Hastigerinella_digitata,Globorotalia_menardii_Globorotalia_tumida,Globigerinoides_ruber_Globigerinoides_white,Turborotalita_humilis_Berggrenia_pumilio,Globorotalia_truncatulinoides_dextral_coiling,Globorotalia_truncatulinoides_sinistral_coiling,Trilobatus_sacculifer_w_sac_chamber,Trilobatus_sacculifer_wo_sac_chamber,Turborotalita_quinqueloba_dextral_coiling,Turborotalita_quinqueloba_sinistral_coiling,unidentified,siteID,sampleID,isCounts,inMARGO
V  28304,NA,28.533,134.133,NA,Pacific,NA,45,NA,NA,NA,4,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",1204,these are the raw data from Alan Mix at the sites that were included in MARGO. MARGO did not archive all spp; chronozone level set to 4,0,0,14,1,1,3,51,1,0,0,113,123,162,2,23,0,1,0,167,65,42,0,185,82,4,5,11,29,17,0,1,0,1,0,0,90,0,0,2,0,0,2,186,0,51,0,41,41,NA,NA,7,LGM_0553,LGM_0553_1,TRUE,TRUE
V28-310,NA,25.417,125.633,NA,Pacific,NA,40,NA,NA,NA,4,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",883,these are the raw data from Alan Mix at the sites that were included in MARGO. MARGO did not archive all spp; chronozone from SI of MARGO 2009 Nature Geoscience,0,0,3,0,3,0,6,0,0,0,1,44,2,0,44,0,0,0,71,8,16,0,149,9,65,2,6,3,63,0,1,0,40,0,0,341,0,0,0,0,0,3,149,0,6,0,1,8,NA,NA,6,LGM_0554,LGM_0554_1,TRUE,TRUE
V 32126,NA,35.317,177.9,NA,Pacific,NA,25,NA,NA,NA,4,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",663,these are the raw data from Alan Mix at the sites that were included in MARGO. MARGO did not archive all spp; chronozone level set to 4,0,0,0,0,0,1,14,0,0,0,179,17,205,8,0,0,0,0,182,0,0,0,11,0,0,9,2,4,0,0,9,0,0,0,0,17,0,0,3,0,0,0,11,0,14,0,0,0,NA,NA,2,LGM_0555,LGM_0555_1,TRUE,TRUE
V32-128,NA,36.467,177.167,NA,Pacific,NA,32,NA,NA,NA,4,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",1008,these are the raw data from Alan Mix at the sites that were included in MARGO. MARGO did not archive all spp; chronozone from SI of MARGO 2009 Nature Geoscience,0,0,0,0,0,0,19,0,0,0,240,7,429,74,0,0,0,0,174,0,0,0,5,0,0,12,1,0,0,0,16,0,0,0,0,13,0,0,7,0,0,0,5,0,19,0,0,0,NA,NA,11,LGM_0556,LGM_0556_1,TRUE,TRUE
V  32139,NA,31.567,151.1,NA,Pacific,NA,1,NA,NA,NA,4,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",404,these are the raw data from Alan Mix at the sites that were included in MARGO. MARGO did not archive all spp; chronozone level set to 4,0,0,6,1,2,3,20,0,0,0,237,15,40,0,3,0,0,0,30,5,3,0,21,3,0,6,1,3,0,0,0,0,0,0,3,0,0,0,2,0,0,2,21,0,15,5,0,3,0,0,0,LGM_0557,LGM_0557_1,TRUE,TRUE
EN6601-10,NA,6.65,-21.9,3527,North Atlantic,NA,30.5,NA,NA,NA,3,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts.",367,"A.M.: age from Mix, A.C. and W.F. Ruddiman, 1985.  Structure and timing of the last deglaciation: Oxygen- isotope evidence.  Quaternary Science Reviews, 4:59-108. Depth below 40 cm. Contains low numbers of G. hexagonus, which likely reflects a taxonomic error or problems with the chronology.",0,0,11,0,0,1,8,1,0,0,10,25,32,0,1,0,1,0,13,5,0,13,118,63,5,2,4,8,5,0,0,0,3,0,1,36,0,0,0,0,0,1,131,0,8,0,43,20,0,0,1,LGM_0558,LGM_0558_1,TRUE,FALSE
M12392,NA,25.167,-16.85,2575,North Atlantic,NA,172.5,NA,NA,NA,2,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",1037,"A.M.: age from Mix, A.C. and W.F. Ruddiman, 1985.  Structure and timing of the last deglaciation: Oxygen- isotope evidence.  Quaternary Science Reviews, 4:59-108.",0,0,0,0,0,11,6,0,0,0,69,113,400,0,0,1,0,0,326,0,0,0,18,2,5,5,1,4,0,0,38,0,0,0,0,38,0,0,0,0,0,0,18,0,6,0,0,2,NA,NA,0,LGM_0559,LGM_0559_1,TRUE,FALSE
RC13-184,NA,3.867,-43.3,3446,North Atlantic,NA,55,NA,NA,NA,3,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",375,"A.M.: age from Ruddiman, W. 1992. Calcium carbonate database. IGBP PAGES/World Data Center for Paleoclimatology Data Contribution Series #92-001. NOAA/NGDC Paleoclimatology Program, Boulder, Colorado, USA.",0,0,6,0,3,0,38,0,0,0,1,25,1,0,0,0,0,0,1,0,1,8,180,80,0,1,0,2,3,0,0,0,0,0,0,23,0,0,0,0,0,3,188,0,36,2,28,52,0,0,2,LGM_0560,LGM_0560_1,TRUE,FALSE
RC13-189,NA,1.867,-30,3233,North Atlantic,NA,67.5,NA,NA,NA,2,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",337,"A.M.: age from Mix, A.C. and W.F. Ruddiman, 1985.  Structure and timing of the last deglaciation: Oxygen- isotope evidence.  Quaternary Science Reviews, 4:59-108.",0,0,25,0,0,0,28,0,0,0,12,46,40,0,0,0,0,0,8,1,1,6,79,27,1,5,3,5,3,0,0,0,3,0,0,43,0,0,0,0,0,0,85,0,28,0,14,13,0,0,1,LGM_0561,LGM_0561_1,TRUE,FALSE
RC24-001,NA,0.567,-13.35,3837,North Atlantic,NA,72,NA,NA,NA,2,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",399,"A.M.: age from Mix, A.C. and W.F. Ruddiman, 1985.  Structure and timing of the last deglaciation: Oxygen- isotope evidence.  Quaternary Science Reviews, 4:59-108.",0,0,11,0,8,1,16,4,0,0,86,78,65,1,1,0,0,0,14,3,0,9,34,24,0,3,0,8,3,0,2,0,2,0,0,22,0,0,0,0,0,12,43,0,16,0,10,14,NA,NA,4,LGM_0562,LGM_0562_1,TRUE,FALSE
RC24-008,NA,-1.35,-11.917,3882,South Atlantic,NA,120,NA,NA,NA,4,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",372,NA,0,0,11,0,0,0,17,0,0,0,116,61,78,0,1,0,0,0,33,1,0,5,14,5,0,2,0,0,2,0,0,0,0,0,0,24,0,0,0,0,0,0,19,0,17,0,3,2,0,0,2,LGM_0563,LGM_0563_1,TRUE,FALSE
RC24-027,NA,-5.417,-0.367,3806,South Atlantic,NA,72,NA,NA,NA,3,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",334,"A.M.: age from Ruddiman, W. 1992. Calcium carbonate database. IGBP PAGES/World Data Center for Paleoclimatology Data Contribution Series #92-001. NOAA/NGDC Paleoclimatology Program, Boulder, Colorado, USA.",0,0,10,0,5,1,0,0,0,0,40,61,24,1,5,0,0,0,9,0,0,28,61,50,1,14,1,6,3,0,0,0,0,0,0,14,0,0,0,0,0,5,89,0,0,0,31,19,0,0,0,LGM_0564,LGM_0564_1,TRUE,FALSE
V22-222,NA,28.933,-43.65,3197,North Atlantic,NA,58,NA,NA,NA,3,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts. unID includes otherID",457,"A.M.: age from Ruddiman, W. 1992. Calcium carbonate database. IGBP PAGES/World Data Center for Paleoclimatology Data Contribution Series #92-001. NOAA/NGDC Paleoclimatology Program, Boulder, Colorado, USA.",0,0,0,0,0,18,25,0,0,0,36,1,4,0,0,0,0,0,9,24,4,1,187,3,26,14,0,27,23,0,0,0,8,1,0,45,0,0,0,0,0,0,188,0,22,3,1,2,0,0,1,LGM_0565,LGM_0565_1,TRUE,FALSE
V23-110,NA,17.633,-45.867,3746,North Atlantic,NA,26,NA,NA,NA,3,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",369,"A.M.: age from Ruddiman, W. 1992. Calcium carbonate database. IGBP PAGES/World Data Center for Paleoclimatology Data Contribution Series #92-001. NOAA/NGDC Paleoclimatology Program, Boulder, Colorado, USA. Depth below 40 cm",0,0,2,0,5,0,9,0,0,0,1,5,0,0,1,0,0,0,0,3,8,34,145,73,7,4,0,8,10,0,0,0,5,0,0,49,0,0,0,0,0,5,179,0,9,0,24,49,0,0,0,LGM_0566,LGM_0566_1,TRUE,FALSE
V25-075,NA,8.583,-53.167,2743,North Atlantic,NA,120,NA,NA,NA,4,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",459,NA,0,0,3,0,0,0,11,0,0,0,0,27,6,6,0,0,0,0,28,3,5,56,182,80,1,2,2,4,13,0,2,0,2,0,0,24,0,0,0,0,0,0,238,0,11,0,27,53,NA,NA,2,LGM_0567,LGM_0567_1,TRUE,FALSE
V29-144,NA,-0.2,6.05,2685,South Atlantic,NA,85,NA,NA,NA,3,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",382,"A.M.: age from Ruddiman, W. 1992. Calcium carbonate database. IGBP PAGES/World Data Center for Paleoclimatology Data Contribution Series #92-001. NOAA/NGDC Paleoclimatology Program, Boulder, Colorado, USA.",0,0,20,0,0,3,3,0,0,0,75,64,49,1,0,0,0,0,19,0,0,54,36,8,5,2,0,4,1,0,0,0,4,0,0,32,0,0,0,0,0,0,90,0,3,0,4,4,0,0,2,LGM_0568,LGM_0568_1,TRUE,FALSE
V30-036,NA,5.35,-27.317,4245,North Atlantic,NA,40,NA,NA,NA,3,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",327,"A.M.: age from d18O Mix, A.C., 1989.  Pleistocene paleoproductivity: Evidence from organic carbon and foraminiferal species. In: Berger, W.H. et al., Productivity of the Ocean: Past and Present.  Wiley, New York, 313-340.",0,0,5,0,2,0,5,0,0,0,1,35,8,1,3,0,0,0,7,0,10,15,95,114,1,0,0,12,2,0,1,0,1,0,0,9,0,0,0,0,0,2,110,0,5,0,14,100,NA,NA,0,LGM_0569,LGM_0569_1,TRUE,FALSE
V30-036,NA,5.35,-27.317,4245,North Atlantic,NA,40,NA,NA,NA,3,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",478,"A.M.: age from d18O Mix, A.C., 1989.  Pleistocene paleoproductivity: Evidence from organic carbon and foraminiferal species. In: Berger, W.H. et al., Productivity of the Ocean: Past and Present.  Wiley, New York, 313-340.",0,0,4,0,7,0,15,3,0,0,14,43,15,0,0,0,0,0,9,0,10,16,162,159,0,0,2,3,8,0,0,0,1,0,4,1,0,0,0,0,0,10,178,0,15,0,36,123,0,0,2,LGM_0569,LGM_0569_2,TRUE,FALSE
V30-051K,NA,19.867,-19.917,3409,North Atlantic,NA,54,NA,NA,NA,3,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",296,"A.M.: age from Ruddiman, W. 1992. Calcium carbonate database. IGBP PAGES/World Data Center for Paleoclimatology Data Contribution Series #92-001. NOAA/NGDC Paleoclimatology Program, Boulder, Colorado, USA.",0,0,1,0,0,2,0,0,0,0,37,32,107,1,0,0,0,0,75,4,0,1,9,2,1,4,0,2,4,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,1,1,0,0,4,LGM_0570,LGM_0570_1,TRUE,FALSE
V32-008,NA,34.783,-32.417,3252,North Atlantic,NA,76,NA,NA,NA,3,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",403,NA,0,0,4,1,0,55,9,0,0,0,98,25,27,0,0,0,0,0,33,34,0,6,47,2,3,7,0,5,12,0,0,1,1,0,0,33,0,0,0,0,0,0,53,1,7,2,1,1,0,0,0,LGM_0571,LGM_0571_1,TRUE,FALSE
V30-041K,NA,0.217,-23.067,3874,North Atlantic,NA,44.5,NA,NA,NA,2,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",361,NA,0,0,7,0,0,3,25,0,0,0,32,34,112,0,0,0,0,6,29,1,1,4,24,15,0,0,1,0,2,0,1,4,12,0,0,45,0,0,0,0,0,0,28,10,25,0,3,12,NA,NA,3,LGM_0572,LGM_0572_1,TRUE,FALSE
RC10-62,NA,3.333,-101.717,NA,Pacific,NA,51,NA,NA,NA,4,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",230,these are the raw data from Alan Mix at the sites that were included in MARGO. MARGO did not archive all spp; chronozone from SI of MARGO 2009 Nature Geoscience,0,0,6,0,42,0,0,1,0,0,4,105,6,0,8,0,0,0,10,1,0,0,16,7,1,1,0,2,2,0,0,0,2,0,0,16,0,0,0,0,0,43,16,0,0,0,5,2,0,0,0,LGM_0573,LGM_0573_1,TRUE,TRUE
RC13110,NA,0.1,-95.65,NA,Pacific,NA,54,NA,NA,NA,4,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",334,these are the raw data from Alan Mix at the sites that were included in MARGO. MARGO did not archive all spp; chronozone level set to 4,0,0,14,0,10,6,0,0,0,0,20,212,16,0,0,0,0,0,31,1,0,0,12,1,0,0,0,1,1,0,2,0,0,0,0,7,0,0,0,0,0,10,12,0,0,0,1,0,NA,NA,0,LGM_0574,LGM_0574_1,TRUE,TRUE
RC13115,NA,-1.633,-104.833,NA,Pacific,NA,61,NA,NA,NA,4,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",371,these are the raw data from Alan Mix at the sites that were included in MARGO. MARGO did not archive all spp; chronozone level set to 4,0,0,7,0,72,0,0,4,0,0,22,174,16,0,10,2,1,0,26,1,1,0,15,4,0,2,0,4,1,0,0,0,0,0,0,9,0,0,0,0,0,76,15,0,0,0,1,3,0,0,0,LGM_0575,LGM_0575_1,TRUE,TRUE
VNTRO1-8,NA,0.033,-110.483,NA,Pacific,NA,41,NA,NA,NA,4,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",487,these are the raw data from Alan Mix at the sites that were included in MARGO. MARGO did not archive all spp; chronozone level set to 4,0,0,42,0,44,1,6,10,0,0,21,235,53,0,7,2,0,0,25,2,0,0,14,9,1,5,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,54,14,0,6,0,2,7,0,0,0,LGM_0576,LGM_0576_1,TRUE,TRUE
Y69-106p,NA,2.983,-86.55,NA,Pacific,NA,30,NA,NA,NA,4,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",291,these are the raw data from Alan Mix at the sites that were included in MARGO. MARGO did not archive all spp; chronozone from SI of MARGO 2009 Nature Geoscience,0,0,0,0,31,5,0,0,0,0,5,100,27,0,1,0,2,0,35,4,0,0,19,1,3,3,1,1,2,0,3,1,3,0,0,39,0,0,5,0,0,31,19,1,0,0,0,1,NA,NA,0,LGM_0577,LGM_0577_1,TRUE,TRUE
Y69-71P,NA,0.1,-86.483,NA,Pacific,NA,180,NA,NA,NA,4,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",330,these are the raw data from Alan Mix at the sites that were included in MARGO. MARGO did not archive all spp; chronozone from SI of MARGO 2009 Nature Geoscience,0,0,0,0,19,2,0,0,0,0,42,141,25,0,2,0,0,0,66,0,0,0,14,2,0,1,1,0,2,0,0,0,1,0,0,12,0,0,0,0,0,19,14,0,0,0,2,0,0,0,0,LGM_0578,LGM_0578_1,TRUE,TRUE
Y71-3-2,NA,7.167,-85.15,NA,Pacific,NA,20,NA,NA,NA,4,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",310,these are the raw data from Alan Mix at the sites that were included in MARGO. MARGO did not archive all spp; chronozone level set to 4,0,0,1,0,72,0,0,0,0,0,0,114,1,0,2,0,2,0,35,0,0,0,32,2,0,2,0,7,0,0,0,0,0,0,0,40,0,0,0,0,0,72,32,0,0,0,2,0,0,0,0,LGM_0579,LGM_0579_1,TRUE,TRUE
y71-9-101,NA,-6.383,-106.933,NA,Pacific,NA,63,NA,NA,NA,4,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",304,these are the raw data from Alan Mix at the sites that were included in MARGO. MARGO did not archive all spp; chronozone level set to 4,0,0,3,0,35,0,0,4,0,0,10,151,3,0,6,0,0,0,15,0,0,0,23,13,0,1,1,3,5,0,0,0,0,0,0,31,0,0,0,0,0,39,23,0,0,0,5,8,0,0,0,LGM_0580,LGM_0580_1,TRUE,TRUE
Y71-6-12,NA,-16.443,-77.563,NA,Pacific,NA,49,NA,NA,NA,4,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",674,"these are the raw data from Alan Mix at the sites that were included in MARGO. MARGO did not archive all spp. original location -16.44, -77.56. Changed to merge with existing data from core; chronozone level set to 4",3,0,0,0,1,7,0,1,0,0,201,119,64,117,1,0,10,0,90,1,0,0,14,0,0,4,1,1,0,0,15,0,0,0,0,21,0,0,0,0,0,2,14,0,0,0,0,0,NA,NA,3,LGM_0581,LGM_0581_1,TRUE,TRUE
Y71-6-12,NA,-16.443,-77.563,NA,Pacific,NA,46,NA,NA,NA,4,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",407,these are the raw data from Alan Mix at the sites that were included in MARGO. MARGO did not archive all spp; chronozone level set to 4,3,0,0,0,0,4,0,0,0,0,135,46,36,35,1,0,7,0,110,2,0,0,13,1,1,4,0,1,4,0,1,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,NA,NA,1,LGM_0581,LGM_0581_2,TRUE,TRUE
Y71-6-12,NA,-16.443,-77.563,NA,Pacific,NA,50,NA,NA,NA,4,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",629,these are the raw data from Alan Mix at the sites that were included in MARGO. MARGO did not archive all spp; chronozone level set to 4,3,0,0,0,2,7,0,0,0,0,201,73,62,120,1,0,10,0,90,1,0,0,14,0,0,4,1,1,0,0,15,0,0,0,0,21,0,0,0,0,0,2,14,0,0,0,0,0,NA,NA,3,LGM_0581,LGM_0581_3,TRUE,TRUE
Y71-6-12,NA,-16.443,-77.563,NA,Pacific,NA,56,NA,NA,NA,4,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",330,these are the raw data from Alan Mix at the sites that were included in MARGO. MARGO did not archive all spp; chronozone level set to 4,1,0,2,0,0,4,1,0,0,0,126,56,23,34,0,1,2,0,43,1,0,0,6,0,1,12,1,1,0,0,1,0,1,1,0,10,0,0,0,0,0,0,6,0,0,1,0,0,NA,NA,2,LGM_0581,LGM_0581_4,TRUE,TRUE
RR9702A-63TC,NA,-18.085,-79.04,NA,Pacific,NA,16,NA,NA,NA,4,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",490,these are the raw data from Alan Mix at the sites that were included in MARGO. MARGO did not archive all spp; chronozone from SI of MARGO 2009 Nature Geoscience,0,0,0,0,2,10,3,0,0,0,182,55,37,22,5,0,14,0,95,0,0,0,18,0,1,5,3,4,2,0,0,0,0,0,0,30,0,0,2,0,0,2,18,0,2,1,0,0,0,0,0,LGM_0582,LGM_0582_1,TRUE,TRUE
RR9702A-69TC,NA,-16.007,-76.378,NA,Pacific,NA,70,NA,NA,NA,4,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",415,these are the raw data from Alan Mix at the sites that were included in MARGO. MARGO did not archive all spp; chronozone from SI of MARGO 2009 Nature Geoscience,0,0,0,0,0,23,0,0,0,0,80,24,9,69,0,0,3,0,112,4,0,0,13,0,0,1,0,0,6,0,48,0,0,0,0,23,0,0,0,0,0,0,13,0,0,0,0,0,NA,NA,0,LGM_0583,LGM_0583_1,TRUE,TRUE
RR9702A-69TC,NA,-16.007,-76.378,NA,Pacific,NA,80,NA,NA,NA,4,NA,NA,10.1029/1999PA900012,NA,Michal Kucera,12/09/1999,author,"merged menardii and menardii flexuosa, ignored crassula as zero counts",356,these are the raw data from Alan Mix at the sites that were included in MARGO. MARGO did not archive all spp; chronozone from SI of MARGO 2009 Nature Geoscience,0,0,0,0,0,8,0,0,0,0,98,37,100,39,0,0,7,0,35,0,0,0,7,0,0,8,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,0,NA,NA,0,LGM_0583,LGM_0583_2,TRUE,TRUE
ODP 658C,Drilling/drill rig,20.7492,-18.5808,2273,North Atlantic,"1H-3, 59-60 cm",NA,NA,3.59,19.45645,2,NA,NA,10.1002/jqs.970,NA,Lukas Jonkers,05/02/2019,author,Globigerinoides cyclostomus and Globigerinoides pyramidalis included in Globigerinoides white,323,NA,0,0,0,0,0,1,0,0,0,0,27,0,132,0,0,0,0,0,136,0,0,1,6,1,0,0,0,0,0,0,17,0,0,0,0,2,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,LGM_0584,LGM_0584_1,TRUE,FALSE
ODP 658C,Drilling/drill rig,20.7492,-18.5808,2273,North Atlantic,"1H-3, 69-70 cm",NA,NA,3.69,20.10806,2,NA,NA,10.1002/jqs.970,NA,Lukas Jonkers,05/02/2019,author,Globigerinoides cyclostomus and Globigerinoides pyramidalis included in Globigerinoides white,339,NA,0,0,0,0,0,1,0,0,0,0,37,0,135,1,0,0,0,0,112,0,0,1,1,0,0,3,0,0,0,0,34,0,0,0,0,13,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,1,LGM_0584,LGM_0584_2,TRUE,FALSE
ODP 658C,Drilling/drill rig,20.7492,-18.5808,2273,North Atlantic,"1H-3, 77-78 cm",NA,NA,3.77,20.62935,2,NA,NA,10.1002/jqs.970,NA,Lukas Jonkers,05/02/2019,author,Globigerinoides cyclostomus and Globigerinoides pyramidalis included in Globigerinoides white,358,NA,0,0,0,0,0,4,0,0,0,0,38,0,138,1,0,0,0,0,136,0,0,0,3,2,0,2,0,0,0,0,19,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,LGM_0584,LGM_0584_3,TRUE,FALSE
ODP 658C,Drilling/drill rig,20.7492,-18.5808,2273,North Atlantic,"1H-3, 89-90 cm",NA,NA,3.89,21.41129,2,NA,NA,10.1002/jqs.970,NA,Lukas Jonkers,05/02/2019,author,Globigerinoides cyclostomus and Globigerinoides pyramidalis included in Globigerinoides white,379,NA,0,0,0,0,0,5,0,0,0,0,48,0,129,1,0,0,0,0,139,0,0,4,3,1,0,4,0,0,0,0,34,0,2,0,0,9,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,LGM_0584,LGM_0584_4,TRUE,FALSE
ODP 658C,Drilling/drill rig,20.7492,-18.5808,2273,North Atlantic,"1H-3, 99-100 cm",NA,NA,3.99,22.0629,2,NA,NA,10.1002/jqs.970,NA,Lukas Jonkers,05/02/2019,author,Globigerinoides cyclostomus and Globigerinoides pyramidalis included in Globigerinoides white,357,NA,0,0,0,1,0,17,0,0,0,0,30,0,90,0,0,0,0,0,140,0,0,2,4,1,0,1,0,0,0,0,51,0,2,0,0,18,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,LGM_0584,LGM_0584_5,TRUE,FALSE
ODP 658C,Drilling/drill rig,20.7492,-18.5808,2273,North Atlantic,"1H-3, 109-110 cm",NA,NA,4.09,22.71452,2,NA,NA,10.1002/jqs.970,NA,Lukas Jonkers,05/02/2019,author,Globigerinoides cyclostomus and Globigerinoides pyramidalis included in Globigerinoides white,363,NA,0,0,0,1,0,7,0,0,0,0,25,0,121,0,0,0,0,0,149,0,0,3,7,1,0,0,0,0,0,0,28,0,1,0,0,18,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,2,LGM_0584,LGM_0584_6,TRUE,FALSE
MD97-2138,Calypso Corer,1.42,146.236,1960,Pacific,NA,NA,NA,1.85,19.582,2,NA,NA,10.1029/2006PA001269,NA,Lukas Jonkers,05/02/2019,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/contributions_by_author/degaridel-thoron2007/degaridel-thoron2007.xls,"combined sacculifer w and w/o sac, crassula added to unidentified",336,NA,0,0,0,0,4,0,1,8,0,0,0,49,0,0,10,0,0,0,48,14,0,0,73,14,4,3,0,19,2,0,0,0,13,0,0,58,0,0,0,0,0,12,0,0,NA,NA,NA,NA,0,0,4,LGM_0585,LGM_0585_1,TRUE,FALSE
